WKT,name
"POLYGON ((-83.8431625 27.8938000, -83.8431625 25.7840000, -82.4314500 25.7840000, -82.4314500 27.8938000, -83.8431625 27.8938000))","St. Petersburg"
"POINT (-82.6652000 27.7931000)","St. Petersburg city"
"POLYGON ((-83.8431625 30.9465000, -83.8431625 27.8938000, -82.4314500 27.8938000, -82.4314500 30.9465000, -83.8431625 30.9465000))","Tampa"
"POINT (-82.4447000 27.9945000)","Tampa city"
"POLYGON ((-82.4314500 28.3690000, -82.4314500 25.7840000, -81.9986227 25.7840000, -81.9986227 28.3690000, -82.4314500 28.3690000))","North Port"
"POINT (-82.1977000 27.0576000)","North Port city"
"POLYGON ((-82.4314500 30.9465000, -82.4314500 28.3690000, -81.9986227 28.3690000, -81.9986227 30.9465000, -82.4314500 30.9465000))","Gainesville"
"POINT (-82.3459000 29.6804000)","Gainesville city"
"POLYGON ((-83.8431625 35.1907250, -83.8431625 30.9465000, -82.8841000 30.9465000, -82.8841000 35.1907250, -83.8431625 35.1907250))","Macon"
"POINT (-83.6974000 32.8065000)","Macon city"
"POLYGON ((-82.8841000 34.0999500, -82.8841000 30.9465000, -81.9986227 30.9465000, -81.9986227 34.0999500, -82.8841000 34.0999500))","Augusta"
"POINT (-82.0708000 33.3645000)","Augusta city"
"POLYGON ((-82.8841000 35.1907250, -82.8841000 34.0999500, -81.9986227 34.0999500, -81.9986227 35.1907250, -82.8841000 35.1907250))","Greenville"
"POINT (-82.3646000 34.8354000)","Greenville city"
"POLYGON ((-87.8008139 37.2786500, -87.8008139 35.1907250, -86.9859500 35.1907250, -86.9859500 37.2786500, -87.8008139 37.2786500))","Clarksville"
"POINT (-87.3413000 36.5692000)","Clarksville city"
"POLYGON ((-87.8008139 38.0306375, -87.8008139 37.2786500, -86.9859500 37.2786500, -86.9859500 38.0306375, -87.8008139 38.0306375))","Evansville"
"POINT (-87.5341000 37.9881000)","Evansville city"
"POLYGON ((-86.9859500 36.5715500, -86.9859500 35.1907250, -84.3434656 35.1907250, -84.3434656 36.5715500, -86.9859500 36.5715500))","Nashville"
"POINT (-86.7842000 36.1715000)","Nashville city"
"POLYGON ((-86.9859500 38.0306375, -86.9859500 36.5715500, -84.3434656 36.5715500, -84.3434656 38.0306375, -86.9859500 38.0306375))","Bowling Green"
"POINT (-86.4378000 36.9716000)","Bowling Green city"
"POLYGON ((-87.8008139 38.9717000, -87.8008139 38.0306375, -85.3022500 38.0306375, -85.3022500 38.9717000, -87.8008139 38.9717000))","Louisville"
"POINT (-85.6485000 38.1663000)","Louisville city"
"POLYGON ((-87.8008139 40.0777602, -87.8008139 38.9717000, -85.3022500 38.9717000, -85.3022500 40.0777602, -87.8008139 40.0777602))","Indianapolis"
"POINT (-86.1458000 39.7771000)","Indianapolis city"
"POLYGON ((-85.3022500 38.5918000, -85.3022500 38.0306375, -84.3434656 38.0306375, -84.3434656 38.5918000, -85.3022500 38.5918000))","Lexington"
"POINT (-84.4587000 38.0423000)","Lexington city"
"POLYGON ((-85.3022500 40.0777602, -85.3022500 38.5918000, -84.3434656 38.5918000, -84.3434656 40.0777602, -85.3022500 40.0777602))","Cincinnati"
"POINT (-84.5060000 39.1413000)","Cincinnati city"
"POLYGON ((-84.3434656 37.8206500, -84.3434656 35.1907250, -83.0550000 35.1907250, -83.0550000 37.8206500, -84.3434656 37.8206500))","Knoxville"
"POINT (-83.9496000 35.9692000)","Knoxville city"
"POLYGON ((-83.0550000 36.0944000, -83.0550000 35.1907250, -81.9986227 35.1907250, -81.9986227 36.0944000, -83.0550000 36.0944000))","Asheville"
"POINT (-82.5537000 35.5707000)","Asheville city"
"POLYGON ((-83.0550000 37.8206500, -83.0550000 36.0944000, -81.9986227 36.0944000, -81.9986227 37.8206500, -83.0550000 37.8206500))","Bristol"
"POINT (-82.1604000 36.6181000)","Bristol city"
"POLYGON ((-84.3434656 39.8833500, -84.3434656 37.8206500, -82.8688250 37.8206500, -82.8688250 39.8833500, -84.3434656 39.8833500))","Dayton"
"POINT (-84.2003000 39.7805000)","Dayton city"
"POLYGON ((-84.3434656 40.0777602, -84.3434656 39.8833500, -82.8688250 39.8833500, -82.8688250 40.0777602, -84.3434656 40.0777602))","Columbus"
"POINT (-82.9855000 39.9862000)","Columbus city"
"POLYGON ((-82.8688250 39.2649000, -82.8688250 37.8206500, -81.9986227 37.8206500, -81.9986227 39.2649000, -82.8688250 39.2649000))","Ashland"
"POINT (-82.6448000 38.4592000)","Ashland city"
"POLYGON ((-82.8688250 40.0777602, -82.8688250 39.2649000, -81.9986227 39.2649000, -81.9986227 40.0777602, -82.8688250 40.0777602))","Newark"
"POINT (-82.4250000 40.0706000)","Newark city"
"POLYGON ((-81.9986227 27.3500000, -81.9986227 25.7840000, -81.6047000 25.7840000, -81.6047000 27.3500000, -81.9986227 27.3500000))","Cape Coral"
"POINT (-81.9957000 26.6443000)","Cape Coral city"
"POLYGON ((-81.9986227 29.8558000, -81.9986227 27.3500000, -81.6047000 27.3500000, -81.6047000 29.8558000, -81.9986227 29.8558000))","Lakeland"
"POINT (-81.9545000 28.0557000)","Lakeland city"
"POLYGON ((-81.6047000 28.6911500, -81.6047000 25.7840000, -80.5520438 25.7840000, -80.5520438 28.6911500, -81.6047000 28.6911500))","Orlando"
"POINT (-81.3370000 28.4773000)","Orlando city"
"POLYGON ((-81.6047000 29.8558000, -81.6047000 28.6911500, -80.5520438 28.6911500, -80.5520438 29.8558000, -81.6047000 29.8558000))","Deltona"
"POINT (-81.2137000 28.9050000)","Deltona city"
"POLYGON ((-81.9986227 31.1804000, -81.9986227 29.8558000, -81.0414500 29.8558000, -81.0414500 31.1804000, -81.9986227 31.1804000))","Jacksonville"
"POINT (-81.6749000 30.3322000)","Jacksonville city"
"POLYGON ((-81.9986227 36.0319375, -81.9986227 31.1804000, -81.0414500 31.1804000, -81.0414500 36.0319375, -81.9986227 36.0319375))","Savannah"
"POINT (-81.1821000 32.0286000)","Savannah city"
"POLYGON ((-81.0414500 34.6230500, -81.0414500 29.8558000, -80.5520438 29.8558000, -80.5520438 34.6230500, -81.0414500 34.6230500))","Columbia"
"POINT (-80.9036000 34.0378000)","Columbia city"
"POLYGON ((-81.0414500 36.0319375, -81.0414500 34.6230500, -80.5520438 34.6230500, -80.5520438 36.0319375, -81.0414500 36.0319375))","Charlotte"
"POINT (-80.8303000 35.2083000)","Charlotte city"
"POLYGON ((-80.5520438 26.5318000, -80.5520438 25.7840000, -80.1961000 25.7840000, -80.1961000 26.5318000, -80.5520438 26.5318000))","Miami"
"POINT (-80.2101000 25.7840000)","Miami city"
"POLYGON ((-80.5520438 30.8082000, -80.5520438 26.5318000, -80.1961000 26.5318000, -80.1961000 30.8082000, -80.5520438 30.8082000))","Port St. Lucie"
"POINT (-80.3884000 27.2796000)","Port St. Lucie city"
"POLYGON ((-80.1961000 26.4440500, -80.1961000 25.7840000, -66.0761000 25.7840000, -66.0761000 26.4440500, -80.1961000 26.4440500))","Fort Lauderdale"
"POINT (-80.1464000 26.1412000)","Fort Lauderdale city"
"POLYGON ((-80.1961000 30.8082000, -80.1961000 26.4440500, -66.0761000 26.4440500, -66.0761000 30.8082000, -80.1961000 30.8082000))","West Palm Beach"
"POINT (-80.1320000 26.7469000)","West Palm Beach city"
"POLYGON ((-80.5520438 33.9509000, -80.5520438 30.8082000, -78.6723500 30.8082000, -78.6723500 33.9509000, -80.5520438 33.9509000))","Charleston"
"POINT (-79.9687000 32.8168000)","Charleston city"
"POLYGON ((-80.5520438 36.0319375, -80.5520438 33.9509000, -78.6723500 33.9509000, -78.6723500 36.0319375, -80.5520438 36.0319375))","Fayetteville"
"POINT (-78.9772000 35.0850000)","Fayetteville city"
"POLYGON ((-78.6723500 35.7133500, -78.6723500 30.8082000, -66.0761000 30.8082000, -66.0761000 35.7133500, -78.6723500 35.7133500))","Greenville"
"POINT (-77.3760000 35.5943000)","Greenville city"
"POLYGON ((-78.6723500 36.0319375, -78.6723500 35.7133500, -66.0761000 35.7133500, -66.0761000 36.0319375, -78.6723500 36.0319375))","Raleigh"
"POINT (-78.6429000 35.8324000)","Raleigh city"
"POLYGON ((-81.9986227 36.6870500, -81.9986227 36.0319375, -79.3374750 36.0319375, -79.3374750 36.6870500, -81.9986227 36.6870500))","Greensboro"
"POINT (-79.8271000 36.0956000)","Greensboro city"
"POLYGON ((-81.9986227 37.6355500, -81.9986227 36.6870500, -79.3374750 36.6870500, -79.3374750 37.6355500, -81.9986227 37.6355500))","Roanoke"
"POINT (-79.9581000 37.2785000)","Roanoke city"
"POLYGON ((-79.3374750 37.4649000, -79.3374750 36.0319375, -76.9654500 36.0319375, -76.9654500 37.4649000, -79.3374750 37.4649000))","Lynchburg"
"POINT (-79.1909000 37.4003000)","Lynchburg city"
"POLYGON ((-79.3374750 37.6355500, -79.3374750 37.4649000, -76.9654500 37.4649000, -76.9654500 37.6355500, -79.3374750 37.6355500))","Richmond"
"POINT (-77.4756000 37.5295000)","Richmond city"
"POLYGON ((-81.9986227 38.7619500, -81.9986227 37.6355500, -77.1605469 37.6355500, -77.1605469 38.7619500, -81.9986227 38.7619500))","Charleston"
"POINT (-81.6322000 38.3484000)","Charleston city"
"POLYGON ((-81.9986227 40.0777602, -81.9986227 38.7619500, -77.1605469 38.7619500, -77.1605469 40.0777602, -81.9986227 40.0777602))","Germantown"
"POINT (-77.2643000 39.1755000)","Germantown city"
"POLYGON ((-77.1605469 38.8916500, -77.1605469 37.6355500, -76.9654500 37.6355500, -76.9654500 38.8916500, -77.1605469 38.8916500))","Arlington"
"POINT (-77.1011000 38.8786000)","Arlington city"
"POLYGON ((-77.1605469 40.0777602, -77.1605469 38.8916500, -76.9654500 38.8916500, -76.9654500 40.0777602, -77.1605469 40.0777602))","Washington"
"POINT (-77.0163000 38.9047000)","Washington city"
"POLYGON ((-76.9654500 39.8352188, -76.9654500 36.0319375, -76.0780000 36.0319375, -76.0780000 39.8352188, -76.9654500 39.8352188))","Baltimore"
"POINT (-76.6144000 39.3051000)","Baltimore city"
"POLYGON ((-76.0780000 38.2375000, -76.0780000 36.0319375, -66.0761000 36.0319375, -66.0761000 38.2375000, -76.0780000 38.2375000))","Virginia Beach"
"POINT (-76.0435000 36.7335000)","Virginia Beach city"
"POLYGON ((-76.0780000 39.8352188, -76.0780000 38.2375000, -66.0761000 38.2375000, -66.0761000 39.8352188, -76.0780000 39.8352188))","Wilmington"
"POINT (-75.5416000 39.7415000)","Wilmington city"
"POLYGON ((-76.9654500 40.0248500, -76.9654500 39.8352188, -75.1331844 39.8352188, -75.1331844 40.0248500, -76.9654500 40.0248500))","Philadelphia"
"POINT (-75.1339000 40.0077000)","Philadelphia city"
"POLYGON ((-76.9654500 40.0777602, -76.9654500 40.0248500, -75.1331844 40.0248500, -75.1331844 40.0777602, -76.9654500 40.0777602))","Lancaster"
"POINT (-76.3012000 40.0420000)","Lancaster city"
"POLYGON ((-75.1331844 39.9628000, -75.1331844 39.8352188, -66.0761000 39.8352188, -66.0761000 39.9628000, -75.1331844 39.9628000))","Camden"
"POINT (-75.1073000 39.9361000)","Camden city"
"POLYGON ((-75.1331844 40.0777602, -75.1331844 39.9628000, -66.0761000 39.9628000, -66.0761000 40.0777602, -75.1331844 40.0777602))","Toms River"
"POINT (-74.1654000 39.9895000)","Toms River city"
"POLYGON ((-87.8008139 41.0079500, -87.8008139 40.0777602, -86.3172500 40.0777602, -86.3172500 41.0079500, -87.8008139 41.0079500))","Lafayette"
"POINT (-86.8593000 40.3991000)","Lafayette city"
"POLYGON ((-87.8008139 41.8059500, -87.8008139 41.0079500, -86.3172500 41.0079500, -86.3172500 41.8059500, -87.8008139 41.8059500))","Hammond"
"POINT (-87.4909000 41.6168000)","Hammond city"
"POLYGON ((-86.3172500 41.3827500, -86.3172500 40.0777602, -83.8678000 40.0777602, -83.8678000 41.3827500, -86.3172500 41.3827500))","Fort Wayne"
"POINT (-85.1436000 41.0888000)","Fort Wayne city"
"POLYGON ((-86.3172500 41.8059500, -86.3172500 41.3827500, -83.8678000 41.3827500, -83.8678000 41.8059500, -86.3172500 41.8059500))","South Bend"
"POINT (-86.2696000 41.6767000)","South Bend city"
"POLYGON ((-87.8008139 41.8410000, -87.8008139 41.8059500, -86.6737500 41.8059500, -86.6737500 41.8410000, -87.8008139 41.8410000))","Chicago"
"POINT (-87.6866000 41.8375000)","Chicago city"
"POLYGON ((-87.8008139 42.3193812, -87.8008139 41.8410000, -86.6737500 41.8410000, -86.6737500 42.3193812, -87.8008139 42.3193812))","Cicero"
"POINT (-87.7593000 41.8445000)","Cicero city"
"POLYGON ((-86.6737500 42.3193812, -86.6737500 41.8059500, -83.8678000 41.8059500, -83.8678000 42.3193812, -86.6737500 42.3193812))","Kalamazoo"
"POINT (-85.5882000 42.2749000)","Kalamazoo city"
"POLYGON ((-83.8678000 41.2603500, -83.8678000 40.0777602, -81.0801500 40.0777602, -81.0801500 41.2603500, -83.8678000 41.2603500))","Akron"
"POINT (-81.5219000 41.0798000)","Akron city"
"POLYGON ((-83.8678000 41.4725625, -83.8678000 41.2603500, -81.0801500 41.2603500, -81.0801500 41.4725625, -83.8678000 41.4725625))","Lorain"
"POINT (-82.1840000 41.4409000)","Lorain city"
"POLYGON ((-81.0801500 40.7176500, -81.0801500 40.0777602, -76.9177000 40.0777602, -76.9177000 40.7176500, -81.0801500 40.7176500))","Pittsburgh"
"POINT (-79.9763000 40.4397000)","Pittsburgh city"
"POLYGON ((-81.0801500 41.4725625, -81.0801500 40.7176500, -76.9177000 40.7176500, -76.9177000 41.4725625, -81.0801500 41.4725625))","New Castle"
"POINT (-80.3458000 40.9956000)","New Castle city"
"POLYGON ((-83.8678000 41.9698500, -83.8678000 41.4725625, -81.9021500 41.4725625, -81.9021500 41.9698500, -83.8678000 41.9698500))","Toledo"
"POINT (-83.5827000 41.6638000)","Toledo city"
"POLYGON ((-83.8678000 42.3193812, -83.8678000 41.9698500, -81.9021500 41.9698500, -81.9021500 42.3193812, -83.8678000 42.3193812))","Ann Arbor"
"POINT (-83.7310000 42.2759000)","Ann Arbor city"
"POLYGON ((-81.9021500 41.7965500, -81.9021500 41.4725625, -76.9177000 41.4725625, -76.9177000 41.7965500, -81.9021500 41.7965500))","Cleveland"
"POINT (-81.6805000 41.4764000)","Cleveland city"
"POLYGON ((-81.9021500 42.3193812, -81.9021500 41.7965500, -76.9177000 41.7965500, -76.9177000 42.3193812, -81.9021500 42.3193812))","Erie"
"POINT (-80.0733000 42.1167000)","Erie city"
"POLYGON ((-87.8008139 42.8380500, -87.8008139 42.3193812, -84.4009500 42.3193812, -84.4009500 42.8380500, -87.8008139 42.8380500))","Lansing"
"POINT (-84.5601000 42.7142000)","Lansing city"
"POLYGON ((-87.8008139 43.0769875, -87.8008139 42.8380500, -84.4009500 42.8380500, -84.4009500 43.0769875, -87.8008139 43.0769875))","Grand Rapids"
"POINT (-85.6562000 42.9619000)","Grand Rapids city"
"POLYGON ((-84.4009500 42.8026500, -84.4009500 42.3193812, -83.1242000 42.3193812, -83.1242000 42.8026500, -84.4009500 42.8026500))","Troy"
"POINT (-83.1457000 42.5817000)","Troy city"
"POLYGON ((-84.4009500 43.0769875, -84.4009500 42.8026500, -83.1242000 42.8026500, -83.1242000 43.0769875, -84.4009500 43.0769875))","Flint"
"POINT (-83.6921000 43.0236000)","Flint city"
"POLYGON ((-87.8008139 44.8860500, -87.8008139 43.0769875, -85.6791500 43.0769875, -85.6791500 44.8860500, -87.8008139 44.8860500))","Muskegon"
"POINT (-86.2562000 43.2281000)","Muskegon city"
"POLYGON ((-87.8008139 49.8881000, -87.8008139 44.8860500, -85.6791500 44.8860500, -85.6791500 49.8881000, -87.8008139 49.8881000))","Marquette"
"POINT (-87.4082000 46.5440000)","Marquette city"
"POLYGON ((-85.6791500 49.8881000, -85.6791500 43.0769875, -83.1242000 43.0769875, -83.1242000 49.8881000, -85.6791500 49.8881000))","Saginaw"
"POINT (-83.9501000 43.4199000)","Saginaw city"
"POLYGON ((-83.1242000 42.4384000, -83.1242000 42.3193812, -82.0389750 42.3193812, -82.0389750 42.4384000, -83.1242000 42.4384000))","Detroit"
"POINT (-83.1024000 42.3834000)","Detroit city"
"POLYGON ((-83.1242000 43.1533875, -83.1242000 42.4384000, -82.0389750 42.4384000, -82.0389750 43.1533875, -83.1242000 43.1533875))","Warren"
"POINT (-83.0270000 42.4934000)","Warren city"
"POLYGON ((-82.0389750 42.9427000, -82.0389750 42.3193812, -76.9177000 42.3193812, -76.9177000 42.9427000, -82.0389750 42.9427000))","Buffalo"
"POINT (-78.8487000 42.9018000)","Buffalo city"
"POLYGON ((-82.0389750 43.1533875, -82.0389750 42.9427000, -76.9177000 42.9427000, -76.9177000 43.1533875, -82.0389750 43.1533875))","London"
"POINT (-81.2497000 42.9836000)","London city"
"POLYGON ((-83.1242000 45.0450000, -83.1242000 43.1533875, -79.5252125 43.1533875, -79.5252125 45.0450000, -83.1242000 45.0450000))","Mississauga"
"POINT (-79.6500000 43.6000000)","Mississauga city"
"POLYGON ((-83.1242000 49.8881000, -83.1242000 45.0450000, -79.5252125 45.0450000, -79.5252125 49.8881000, -83.1242000 49.8881000))","Sudbury"
"POINT (-81.0100000 46.4900000)","Sudbury city"
"POLYGON ((-79.5252125 43.4548500, -79.5252125 43.1533875, -76.9177000 43.1533875, -76.9177000 43.4548500, -79.5252125 43.4548500))","Rochester"
"POINT (-77.6162000 43.1680000)","Rochester city"
"POLYGON ((-79.5252125 49.8881000, -79.5252125 43.4548500, -76.9177000 43.4548500, -76.9177000 49.8881000, -79.5252125 49.8881000))","Toronto"
"POINT (-79.3733000 43.7417000)","Toronto city"
"POLYGON ((-76.9177000 40.4099000, -76.9177000 40.0777602, -74.4203500 40.0777602, -74.4203500 40.4099000, -76.9177000 40.4099000))","Trenton"
"POINT (-74.7641000 40.2237000)","Trenton city"
"POLYGON ((-76.9177000 40.7224641, -76.9177000 40.4099000, -74.4203500 40.4099000, -74.4203500 40.7224641, -76.9177000 40.7224641))","Allentown"
"POINT (-75.4756000 40.5961000)","Allentown city"
"POLYGON ((-74.4203500 40.6921000, -74.4203500 40.0777602, -73.9446625 40.0777602, -73.9446625 40.6921000, -74.4203500 40.6921000))","Elizabeth"
"POINT (-74.1913000 40.6658000)","Elizabeth city"
"POLYGON ((-74.4203500 40.7224641, -74.4203500 40.6921000, -73.9446625 40.6921000, -73.9446625 40.7224641, -74.4203500 40.7224641))","Jersey City"
"POINT (-74.0686000 40.7184000)","Jersey City city"
"POLYGON ((-76.9177000 41.7529000, -76.9177000 40.7224641, -74.9502500 40.7224641, -74.9502500 41.7529000, -76.9177000 41.7529000))","Scranton"
"POINT (-75.6649000 41.4044000)","Scranton city"
"POLYGON ((-76.9177000 42.1029367, -76.9177000 41.7529000, -74.9502500 41.7529000, -74.9502500 42.1029367, -76.9177000 42.1029367))","Binghamton"
"POINT (-75.9093000 42.1014000)","Binghamton city"
"POLYGON ((-74.9502500 40.9393500, -74.9502500 40.7224641, -73.9446625 40.7224641, -73.9446625 40.9393500, -74.9502500 40.9393500))","Newark"
"POINT (-74.1725000 40.7245000)","Newark city"
"POLYGON ((-74.9502500 42.1029367, -74.9502500 40.9393500, -73.9446625 40.9393500, -73.9446625 42.1029367, -74.9502500 42.1029367))","New City"
"POINT (-73.9912000 41.1542000)","New City city"
"POLYGON ((-73.9446625 40.8204500, -73.9446625 40.0777602, -73.7567250 40.0777602, -73.7567250 40.8204500, -73.9446625 40.8204500))","New York"
"POINT (-73.9249000 40.6943000)","New York city"
"POLYGON ((-73.9446625 40.9529250, -73.9446625 40.8204500, -73.7567250 40.8204500, -73.7567250 40.9529250, -73.9446625 40.9529250))","Yonkers"
"POINT (-73.8673000 40.9466000)","Yonkers city"
"POLYGON ((-73.7567250 40.7234000, -73.7567250 40.0777602, -66.0761000 40.0777602, -66.0761000 40.7234000, -73.7567250 40.7234000))","Hempstead"
"POINT (-73.6089000 40.6629000)","Hempstead city"
"POLYGON ((-73.7567250 40.9529250, -73.7567250 40.7234000, -66.0761000 40.7234000, -66.0761000 40.9529250, -73.7567250 40.9529250))","Brentwood"
"POINT (-73.2522000 40.7839000)","Brentwood city"
"POLYGON ((-73.9446625 41.4789500, -73.9446625 40.9529250, -72.3070500 40.9529250, -72.3070500 41.4789500, -73.9446625 41.4789500))","Bridgeport"
"POINT (-73.1954000 41.1918000)","Bridgeport city"
"POLYGON ((-73.9446625 42.1029367, -73.9446625 41.4789500, -72.3070500 41.4789500, -72.3070500 42.1029367, -73.9446625 42.1029367))","Hartford"
"POINT (-72.6834000 41.7661000)","Hartford city"
"POLYGON ((-72.3070500 42.1029367, -72.3070500 40.9529250, -66.0761000 40.9529250, -66.0761000 42.1029367, -72.3070500 42.1029367))","Providence"
"POINT (-71.4187000 41.8230000)","Providence city"
"POLYGON ((-76.9177000 42.8535500, -76.9177000 42.1029367, -73.4405500 42.1029367, -73.4405500 42.8535500, -76.9177000 42.8535500))","Albany"
"POINT (-73.7987000 42.6664000)","Albany city"
"POLYGON ((-76.9177000 44.7163500, -76.9177000 42.8535500, -73.4405500 42.8535500, -73.4405500 44.7163500, -76.9177000 44.7163500))","Syracuse"
"POINT (-76.1437000 43.0407000)","Syracuse city"
"POLYGON ((-73.4405500 43.3015500, -73.4405500 42.1029367, -72.3683500 42.1029367, -72.3683500 43.3015500, -73.4405500 43.3015500))","Springfield"
"POINT (-72.5395000 42.1155000)","Springfield city"
"POLYGON ((-73.4405500 44.7163500, -73.4405500 43.3015500, -72.3683500 43.3015500, -72.3683500 44.7163500, -73.4405500 44.7163500))","Burlington"
"POINT (-73.2316000 44.4876000)","Burlington city"
"POLYGON ((-76.9177000 45.4540000, -76.9177000 44.7163500, -74.6283500 44.7163500, -74.6283500 45.4540000, -76.9177000 45.4540000))","Ottawa"
"POINT (-75.6950000 45.4247000)","Ottawa city"
"POLYGON ((-76.9177000 49.8881000, -76.9177000 45.4540000, -74.6283500 45.4540000, -74.6283500 49.8881000, -76.9177000 49.8881000))","Gatineau"
"POINT (-75.6500000 45.4833000)","Gatineau city"
"POLYGON ((-74.6283500 45.5461000, -74.6283500 44.7163500, -72.3683500 44.7163500, -72.3683500 45.5461000, -74.6283500 45.5461000))","Montreal"
"POINT (-73.5617000 45.5089000)","Montreal city"
"POLYGON ((-74.6283500 49.8881000, -74.6283500 45.5461000, -72.3683500 45.5461000, -72.3683500 49.8881000, -74.6283500 49.8881000))","Laval"
"POINT (-73.7500000 45.5833000)","Laval city"
"POLYGON ((-72.3683500 42.3776000, -72.3683500 42.1029367, -71.1479500 42.1029367, -71.1479500 42.3776000, -72.3683500 42.3776000))","Norfolk"
"POINT (-71.3295000 42.1163000)","Norfolk city"
"POLYGON ((-72.3683500 42.7035000, -72.3683500 42.3776000, -71.1479500 42.3776000, -71.1479500 42.7035000, -72.3683500 42.7035000))","Lowell"
"POINT (-71.3217000 42.6389000)","Lowell city"
"POLYGON ((-71.1479500 42.3984500, -71.1479500 42.1029367, -66.0761000 42.1029367, -66.0761000 42.3984500, -71.1479500 42.3984500))","Boston"
"POINT (-71.0852000 42.3188000)","Boston city"
"POLYGON ((-71.1479500 42.7035000, -71.1479500 42.3984500, -66.0761000 42.3984500, -66.0761000 42.7035000, -71.1479500 42.7035000))","Lynn"
"POINT (-70.9664000 42.4781000)","Lynn city"
"POLYGON ((-72.3683500 44.8993500, -72.3683500 42.7035000, -70.7736250 42.7035000, -70.7736250 44.8993500, -72.3683500 44.8993500))","Manchester"
"POINT (-71.4447000 42.9848000)","Manchester city"
"POLYGON ((-72.3683500 49.8881000, -72.3683500 44.8993500, -70.7736250 44.8993500, -70.7736250 49.8881000, -72.3683500 49.8881000))","Quebec City"
"POINT (-71.2081000 46.8139000)","Quebec City city"
"POLYGON ((-70.7736250 44.4789500, -70.7736250 42.7035000, -66.0761000 42.7035000, -66.0761000 44.4789500, -70.7736250 44.4789500))","Portland"
"POINT (-70.2715000 43.6773000)","Portland city"
"POLYGON ((-70.7736250 49.8881000, -70.7736250 44.4789500, -66.0761000 44.4789500, -66.0761000 49.8881000, -70.7736250 49.8881000))","Saint John"
"POINT (-66.0761000 45.2806000)","Saint John city"
